# tau,g1,g1^2
2.300000000000000000e+02,9.411000000000000476e-01,8.856692100000000956e-01
2.400000000000000000e+02,9.385999999999999899e-01,8.809699599999999409e-01
2.550000000000000000e+02,9.350000000000000533e-01,8.742250000000001409e-01
2.700000000000000000e+02,9.314000000000000057e-01,8.675059600000000204e-01
2.800000000000000000e+02,9.290000000000000480e-01,8.630410000000000581e-01
3.000000000000000000e+02,9.242000000000000215e-01,8.541456400000000393e-01
3.150000000000000000e+02,9.206999999999999629e-01,8.476884899999999057e-01
3.300000000000000000e+02,9.171000000000000263e-01,8.410724100000001036e-01
3.500000000000000000e+02,9.123999999999999888e-01,8.324737599999999516e-01
3.700000000000000000e+02,9.078000000000000513e-01,8.241008400000000567e-01
3.900000000000000000e+02,9.031000000000000139e-01,8.155896100000000759e-01
4.100000000000000000e+02,8.984999999999999654e-01,8.073022499999998880e-01
4.300000000000000000e+02,8.940000000000000169e-01,7.992360000000000575e-01
4.550000000000000000e+02,8.882999999999999785e-01,7.890768899999999197e-01
4.800000000000000000e+02,8.827000000000000401e-01,7.791592900000000599e-01
5.050000000000000000e+02,8.770999999999999908e-01,7.693044099999999386e-01
5.350000000000000000e+02,8.705000000000000515e-01,7.577702500000000896e-01
5.650000000000000000e+02,8.639000000000000012e-01,7.463232100000000147e-01
5.950000000000000000e+02,8.574000000000000510e-01,7.351347600000001092e-01
6.250000000000000000e+02,8.509999999999999787e-01,7.242009999999999836e-01
6.600000000000000000e+02,8.436000000000000165e-01,7.116609600000000091e-01
6.950000000000000000e+02,8.362000000000000544e-01,6.992304400000001197e-01
7.350000000000000000e+02,8.278999999999999693e-01,6.854184099999999225e-01
7.750000000000000000e+02,8.196999999999999842e-01,6.719080899999999579e-01
8.150000000000000000e+02,8.115999999999999881e-01,6.586945599999999290e-01
8.600000000000000000e+02,8.025999999999999801e-01,6.441667599999999494e-01
9.050000000000000000e+02,7.937999999999999501e-01,6.301184399999999464e-01
9.550000000000000000e+02,7.841000000000000192e-01,6.148128099999999874e-01
1.010000000000000000e+03,7.734999999999999654e-01,5.983022499999999244e-01
1.060000000000000000e+03,7.631999999999999895e-01,5.824742400000000320e-01
1.120000000000000000e+03,7.530000000000000027e-01,5.670089999999999852e-01
1.180000000000000000e+03,7.411999999999999700e-01,5.493774399999999947e-01
1.240000000000000000e+03,7.304000000000000492e-01,5.334841600000000961e-01
1.320000000000000000e+03,7.180999999999999606e-01,5.156676099999999430e-01
1.380000000000000000e+03,7.060999999999999499e-01,4.985772099999999374e-01
1.460000000000000000e+03,6.925999999999999934e-01,4.796947599999999978e-01
1.540000000000000000e+03,6.802000000000000268e-01,4.626720400000000621e-01
1.620000000000000000e+03,6.663999999999999924e-01,4.440889599999999771e-01
1.720000000000000000e+03,6.522000000000000020e-01,4.253648400000000218e-01
1.810000000000000000e+03,6.375999999999999446e-01,4.065337599999999108e-01
1.900000000000000000e+03,6.232999999999999652e-01,3.885028899999999341e-01
2.010000000000000000e+03,6.078999999999999959e-01,3.695424099999999878e-01
2.120000000000000000e+03,5.923000000000000487e-01,3.508192900000000614e-01
2.240000000000000000e+03,5.764000000000000234e-01,3.322369600000000256e-01
2.360000000000000000e+03,5.595999999999999863e-01,3.131521599999999572e-01
2.480000000000000000e+03,5.433000000000000052e-01,2.951748900000000231e-01
2.620000000000000000e+03,5.262999999999999901e-01,2.769916900000000126e-01
2.760000000000000000e+03,5.087000000000000410e-01,2.587756900000000582e-01
2.920000000000000000e+03,4.910999999999999810e-01,2.411792099999999772e-01
3.080000000000000000e+03,4.731000000000000205e-01,2.238236100000000062e-01
3.240000000000000000e+03,4.551999999999999935e-01,2.072070399999999812e-01
3.420000000000000000e+03,4.364999999999999991e-01,1.905322499999999863e-01
3.600000000000000000e+03,4.182000000000000162e-01,1.748912400000000034e-01
3.800000000000000000e+03,3.996999999999999997e-01,1.597600899999999935e-01
4.010000000000000000e+03,3.806999999999999829e-01,1.449324899999999972e-01
4.220000000000000000e+03,3.623000000000000109e-01,1.312612900000000027e-01
4.460000000000000000e+03,3.432000000000000051e-01,1.177862400000000004e-01
4.700000000000000000e+03,3.247999999999999776e-01,1.054950399999999844e-01
4.960000000000000000e+03,3.063000000000000167e-01,9.381969000000001113e-02
5.220000000000000000e+03,2.879999999999999782e-01,8.294399999999998996e-02
5.510000000000000000e+03,2.698999999999999733e-01,7.284600999999998883e-02
5.810000000000000000e+03,2.520999999999999908e-01,6.355440999999999174e-02
6.130000000000000000e+03,2.343999999999999972e-01,5.494335999999999665e-02
6.460000000000000000e+03,2.174000000000000099e-01,4.726276000000000088e-02
6.820000000000000000e+03,2.008999999999999952e-01,4.036080999999999697e-02
7.180000000000000000e+03,1.849000000000000088e-01,3.418801000000000478e-02
7.580000000000000000e+03,1.693000000000000060e-01,2.866249000000000227e-02
7.990000000000000000e+03,1.545999999999999874e-01,2.390115999999999769e-02
8.420000000000000000e+03,1.405000000000000138e-01,1.974025000000000432e-02
8.880000000000000000e+03,1.270000000000000018e-01,1.612900000000000097e-02
9.370000000000000000e+03,1.141999999999999960e-01,1.304163999999999844e-02
9.880000000000000000e+03,1.023000000000000020e-01,1.046529000000000036e-02
1.040000000000000000e+04,9.110999999999999654e-02,8.301032099999999456e-03
1.100000000000000000e+04,8.071000000000000396e-02,6.514104100000001063e-03
1.160000000000000000e+04,7.120999999999999552e-02,5.070864099999999181e-03
1.220000000000000000e+04,6.239999999999999714e-02,3.893759999999999583e-03
1.290000000000000000e+04,5.444000000000000228e-02,2.963713600000000403e-03
1.360000000000000000e+04,4.726000000000000340e-02,2.233507600000000232e-03
1.430000000000000000e+04,4.080999999999999905e-02,1.665456099999999872e-03
