# tau,g1,g1^2
2.800000000000000000e+02,8.155999999999999917e-01,6.652033600000000213e-01
3.000000000000000000e+02,8.048999999999999488e-01,6.478640099999999347e-01
3.150000000000000000e+02,7.971000000000000307e-01,6.353684099999999946e-01
3.300000000000000000e+02,7.893999999999999906e-01,6.231523599999999607e-01
3.500000000000000000e+02,7.792000000000000037e-01,6.071526400000000212e-01
3.700000000000000000e+02,7.692999999999999838e-01,5.918224899999999788e-01
3.900000000000000000e+02,7.594999999999999529e-01,5.768402499999999433e-01
4.100000000000000000e+02,7.499000000000000110e-01,5.623500100000000668e-01
4.300000000000000000e+02,7.405000000000000471e-01,5.483402500000000845e-01
4.550000000000000000e+02,7.289999999999999813e-01,5.314409999999999412e-01
4.800000000000000000e+02,7.177000000000000046e-01,5.150932900000000370e-01
5.050000000000000000e+02,7.066999999999999948e-01,4.994248900000000102e-01
5.350000000000000000e+02,6.937999999999999723e-01,4.813584399999999430e-01
5.650000000000000000e+02,6.812000000000000277e-01,4.640334400000000192e-01
5.950000000000000000e+02,6.690000000000000391e-01,4.475610000000000421e-01
6.250000000000000000e+02,6.570000000000000284e-01,4.316490000000000604e-01
6.600000000000000000e+02,6.433999999999999719e-01,4.139635599999999527e-01
6.950000000000000000e+02,6.302999999999999714e-01,3.972780899999999726e-01
7.350000000000000000e+02,6.157000000000000250e-01,3.790864900000000537e-01
7.750000000000000000e+02,6.015000000000000346e-01,3.618022500000000474e-01
8.150000000000000000e+02,5.877999999999999892e-01,3.455088399999999837e-01
8.600000000000000000e+02,5.728999999999999648e-01,3.282144099999999565e-01
9.050000000000000000e+02,5.584999999999999964e-01,3.119222500000000120e-01
9.550000000000000000e+02,5.431000000000000272e-01,2.949576100000000367e-01
1.010000000000000000e+03,5.266999999999999460e-01,2.774128899999999676e-01
1.060000000000000000e+03,5.110999999999999988e-01,2.612232099999999835e-01
1.120000000000000000e+03,4.959999999999999964e-01,2.460159999999999847e-01
1.180000000000000000e+03,4.789999999999999813e-01,2.294409999999999783e-01
1.240000000000000000e+03,4.638999999999999790e-01,2.152032099999999781e-01
1.320000000000000000e+03,4.471999999999999864e-01,1.999878400000000001e-01
1.380000000000000000e+03,4.312000000000000277e-01,1.859334400000000331e-01
1.460000000000000000e+03,4.138000000000000012e-01,1.712304400000000115e-01
1.540000000000000000e+03,3.982999999999999874e-01,1.586428899999999809e-01
1.620000000000000000e+03,3.816999999999999837e-01,1.456948899999999936e-01
1.720000000000000000e+03,3.650999999999999801e-01,1.332980099999999946e-01
1.810000000000000000e+03,3.484999999999999765e-01,1.214522499999999838e-01
1.900000000000000000e+03,3.330000000000000182e-01,1.108890000000000153e-01
2.010000000000000000e+03,3.168000000000000260e-01,1.003622400000000192e-01
2.120000000000000000e+03,3.009000000000000008e-01,9.054080999999999935e-02
2.240000000000000000e+03,2.852999999999999980e-01,8.139609000000000427e-02
2.360000000000000000e+03,2.696000000000000063e-01,7.268415999999999766e-02
2.480000000000000000e+03,2.549000000000000155e-01,6.497401000000001259e-02
2.620000000000000000e+03,2.403000000000000136e-01,5.774409000000000486e-02
2.760000000000000000e+03,2.257000000000000117e-01,5.094049000000000493e-02
2.920000000000000000e+03,2.116999999999999993e-01,4.481688999999999812e-02
3.080000000000000000e+03,1.980999999999999983e-01,3.924360999999999822e-02
3.240000000000000000e+03,1.850999999999999868e-01,3.426200999999999552e-02
3.420000000000000000e+03,1.721999999999999920e-01,2.965283999999999628e-02
3.600000000000000000e+03,1.600999999999999923e-01,2.563200999999999674e-02
3.800000000000000000e+03,1.484999999999999931e-01,2.205224999999999894e-02
4.010000000000000000e+03,1.370999999999999996e-01,1.879640999999999951e-02
4.220000000000000000e+03,1.265999999999999903e-01,1.602755999999999625e-02
4.460000000000000000e+03,1.163000000000000006e-01,1.352568999999999994e-02
4.700000000000000000e+03,1.068000000000000060e-01,1.140624000000000152e-02
4.960000000000000000e+03,9.775999999999999968e-02,9.557017600000000321e-03
5.220000000000000000e+03,8.920000000000000151e-02,7.956640000000000934e-03
5.510000000000000000e+03,8.114999999999999991e-02,6.585322499999999961e-03
5.810000000000000000e+03,7.363999999999999713e-02,5.422849599999999756e-03
6.130000000000000000e+03,6.654999999999999805e-02,4.428902499999999923e-03
6.460000000000000000e+03,6.001999999999999696e-02,3.602400399999999663e-03
