2.931999135316974716e+05,0.000000000000000000e+00,5.840000000000000413e-07
2.551844254880943627e+05,0.000000000000000000e+00,6.710000000000000130e-07
2.217988983193151944e+05,0.000000000000000000e+00,7.719999999999999778e-07
1.928251683586839354e+05,0.000000000000000000e+00,8.880000000000000106e-07
1.678713230416777951e+05,0.000000000000000000e+00,1.019999999999999975e-06
1.463493585491550039e+05,0.000000000000000000e+00,1.170000000000000021e-06
1.268361107426009839e+05,0.000000000000000000e+00,1.349999999999999992e-06
1.104701609693621576e+05,0.000000000000000000e+00,1.549999999999999983e-06
9.619592668680413044e+04,0.000000000000000000e+00,1.779999999999999898e-06
8.352621926951773639e+04,0.000000000000000000e+00,2.049999999999999854e-06
7.255455487394548254e+04,0.000000000000000000e+00,2.359999999999999851e-06
6.318404040683075436e+04,0.000000000000000000e+00,2.709999999999999888e-06
5.488100945593311189e+04,0.000000000000000000e+00,3.120000000000000198e-06
4.782925963757300633e+04,0.000000000000000000e+00,3.580000000000000029e-06
4.156037609284256177e+04,0.000000000000000000e+00,4.120000000000000364e-06
3.612420875580408028e+04,0.000000000000000000e+00,4.740000000000000357e-06
3.141811917477271709e+04,0.000000000000000000e+00,5.450000000000000336e-06
2.735283538378775484e+04,0.000000000000000000e+00,6.260000000000000204e-06
2.378177076423768813e+04,0.000000000000000000e+00,7.199999999999999674e-06
2.067980066455451015e+04,0.000000000000000000e+00,8.280000000000000345e-06
1.798621318303690350e+04,0.000000000000000000e+00,9.520000000000000332e-06
1.570905958738635854e+04,0.000000000000000000e+00,1.090000000000000067e-05
1.358958329385010620e+04,0.000000000000000000e+00,1.259999999999999964e-05
1.180887927603526441e+04,0.000000000000000000e+00,1.450000000000000009e-05
1.031498490978984046e+04,0.000000000000000000e+00,1.660000000000000031e-05
8.964855994895880940e+03,0.000000000000000000e+00,1.910000000000000009e-05
7.783124977386879436e+03,0.000000000000000000e+00,2.199999999999999943e-05
6.767934762945113107e+03,0.000000000000000000e+00,2.529999999999999833e-05
5.884149467440252010e+03,0.000000000000000000e+00,2.909999999999999921e-05
5.126609266542256591e+03,0.000000000000000000e+00,3.339999999999999870e-05
4.459082018294566296e+03,0.000000000000000000e+00,3.839999999999999826e-05
3.873953608654103391e+03,0.000000000000000000e+00,4.419999999999999694e-05
3.370644675246286170e+03,0.000000000000000000e+00,5.080000000000000151e-05
2.931999135316974844e+03,0.000000000000000000e+00,5.840000000000000329e-05
2.551844254880943936e+03,0.000000000000000000e+00,6.710000000000000469e-05
2.217988983193151853e+03,0.000000000000000000e+00,7.720000000000000625e-05
1.928251683586839590e+03,0.000000000000000000e+00,8.880000000000000360e-05
1.678713230416778060e+03,0.000000000000000000e+00,1.019999999999999992e-04
1.463493585491549993e+03,0.000000000000000000e+00,1.169999999999999979e-04
1.268361107426009767e+03,0.000000000000000000e+00,1.350000000000000017e-04
1.104701609693621776e+03,0.000000000000000000e+00,1.550000000000000000e-04
9.619592668680412544e+02,0.000000000000000000e+00,1.779999999999999898e-04
8.352621926951771911e+02,8.296611096153493764e-03,2.049999999999999956e-04
7.255455487394548300e+02,2.798428127820705089e-02,2.359999999999999902e-04
6.318404040683075209e+02,5.841190109929426250e-02,2.709999999999999735e-04
5.488100945593312190e+02,9.363893591532462812e-02,3.119999999999999944e-04
4.782925963757300565e+02,1.261944082586453908e-01,3.579999999999999741e-04
4.156037609284256291e+02,1.486140531301281265e-01,4.119999999999999856e-04
3.612420875580408506e+02,1.545881501168406003e-01,4.739999999999999747e-04
3.141811917477272118e+02,1.425057067729277316e-01,5.450000000000000200e-04
2.735283538378775461e+02,1.139105908590006405e-01,6.260000000000000373e-04
2.378177076423768312e+02,7.605226838140702328e-02,7.200000000000000453e-04
2.067980066455450867e+02,3.853628179855761449e-02,8.279999999999999600e-04
1.798621318303690373e+02,1.091447382066794598e-02,9.520000000000000467e-04
1.570905958738636059e+02,0.000000000000000000e+00,1.090000000000000040e-03
1.358958329385010586e+02,0.000000000000000000e+00,1.260000000000000052e-03
1.180887927603526606e+02,0.000000000000000000e+00,1.449999999999999900e-03
1.031498490978984108e+02,0.000000000000000000e+00,1.660000000000000017e-03
8.964855994895880542e+01,0.000000000000000000e+00,1.910000000000000022e-03
7.783124977386879095e+01,7.538102152896742660e-05,2.200000000000000133e-03
6.767934762945111515e+01,2.769564513165802678e-04,2.530000000000000131e-03
5.884149467440251868e+01,0.000000000000000000e+00,2.909999999999999826e-03
5.126609266542256194e+01,0.000000000000000000e+00,3.340000000000000087e-03
4.459082018294566296e+01,0.000000000000000000e+00,3.840000000000000097e-03
3.873953608654102965e+01,0.000000000000000000e+00,4.420000000000000318e-03
3.370644675246285971e+01,0.000000000000000000e+00,5.080000000000000314e-03
2.931999135316975469e+01,0.000000000000000000e+00,5.839999999999999705e-03
2.551844254880944263e+01,0.000000000000000000e+00,6.709999999999999819e-03
2.217988983193152208e+01,0.000000000000000000e+00,7.720000000000000299e-03
1.928251683586839249e+01,0.000000000000000000e+00,8.880000000000000740e-03
1.678713230416777336e+01,0.000000000000000000e+00,1.020000000000000073e-02
1.463493585491549887e+01,0.000000000000000000e+00,1.170000000000000033e-02
1.268361107426009760e+01,0.000000000000000000e+00,1.349999999999999985e-02
1.104701609693621656e+01,0.000000000000000000e+00,1.549999999999999989e-02
9.619592668680413183e+00,0.000000000000000000e+00,1.779999999999999985e-02
8.352621926951771414e+00,0.000000000000000000e+00,2.050000000000000086e-02
7.255455487394549152e+00,0.000000000000000000e+00,2.359999999999999945e-02
6.318404040683075706e+00,0.000000000000000000e+00,2.709999999999999909e-02
5.488100945593312296e+00,0.000000000000000000e+00,3.119999999999999857e-02
4.782925963757300281e+00,0.000000000000000000e+00,3.579999999999999849e-02
4.156037609284255474e+00,0.000000000000000000e+00,4.120000000000000051e-02
3.612420875580407920e+00,0.000000000000000000e+00,4.739999999999999769e-02
3.141811917477272509e+00,0.000000000000000000e+00,5.449999999999999983e-02
2.735283538378775248e+00,0.000000000000000000e+00,6.260000000000000286e-02
2.378177076423768632e+00,0.000000000000000000e+00,7.199999999999999456e-02
2.067980066455450849e+00,0.000000000000000000e+00,8.279999999999999860e-02
1.798621318303690320e+00,0.000000000000000000e+00,9.520000000000000684e-02
1.570905958738636254e+00,0.000000000000000000e+00,1.089999999999999997e-01
1.358958329385010932e+00,0.000000000000000000e+00,1.260000000000000009e-01
1.180887927603526677e+00,0.000000000000000000e+00,1.449999999999999900e-01
1.031498490978983940e+00,0.000000000000000000e+00,1.660000000000000087e-01
8.964855994895882807e-01,0.000000000000000000e+00,1.910000000000000031e-01
7.783124977386879362e-01,0.000000000000000000e+00,2.200000000000000011e-01
6.767934762945111427e-01,0.000000000000000000e+00,2.530000000000000027e-01
5.884149467440252801e-01,0.000000000000000000e+00,2.909999999999999809e-01
5.126609266542255794e-01,0.000000000000000000e+00,3.340000000000000191e-01
4.459082018294565075e-01,0.000000000000000000e+00,3.840000000000000080e-01
3.873953608654102099e-01,0.000000000000000000e+00,4.420000000000000040e-01
3.370644675246285416e-01,0.000000000000000000e+00,5.080000000000000071e-01
2.931999135316975535e-01,0.000000000000000000e+00,5.839999999999999636e-01
