# tau,g1,g1^2
2.480000000000000000e+03,1.666999999999999871e-01,2.778888999999999665e-02
2.620000000000000000e+03,1.559000000000000108e-01,2.430481000000000308e-02
2.760000000000000000e+03,1.451999999999999957e-01,2.108303999999999734e-02
2.920000000000000000e+03,1.350999999999999979e-01,1.825200999999999907e-02
3.080000000000000000e+03,1.252000000000000057e-01,1.567504000000000119e-02
3.240000000000000000e+03,1.158000000000000002e-01,1.340964000000000045e-02
3.420000000000000000e+03,1.064999999999999974e-01,1.134224999999999990e-02
3.600000000000000000e+03,9.789000000000000479e-02,9.582452100000001319e-03
3.800000000000000000e+03,8.963000000000000134e-02,8.033536900000000716e-03
4.010000000000000000e+03,8.161999999999999811e-02,6.661824399999999487e-03
4.220000000000000000e+03,7.424999999999999656e-02,5.513062499999999734e-03
4.460000000000000000e+03,6.704000000000000237e-02,4.494361600000000741e-03
