# tau,g1,g1^2
1.750000000000000000e+02,8.385000000000000231e-01,7.030822500000000197e-01
1.850000000000000000e+02,8.312000000000000499e-01,6.908934400000000808e-01
1.950000000000000000e+02,8.238999999999999657e-01,6.788112099999999982e-01
2.050000000000000000e+02,8.167999999999999705e-01,6.671622399999999065e-01
2.150000000000000000e+02,8.097999999999999643e-01,6.557760399999998935e-01
2.300000000000000000e+02,7.993999999999999995e-01,6.390403599999999740e-01
2.400000000000000000e+02,7.925999999999999712e-01,6.282147599999999832e-01
2.550000000000000000e+02,7.825999999999999623e-01,6.124627599999999950e-01
2.700000000000000000e+02,7.728000000000000425e-01,5.972198400000000573e-01
2.800000000000000000e+02,7.663999999999999702e-01,5.873689599999999400e-01
3.000000000000000000e+02,7.537000000000000366e-01,5.680636900000000100e-01
3.150000000000000000e+02,7.445000000000000506e-01,5.542802500000000299e-01
3.300000000000000000e+02,7.354000000000000536e-01,5.408131600000001260e-01
3.500000000000000000e+02,7.236000000000000210e-01,5.235969600000000002e-01
3.700000000000000000e+02,7.119999999999999662e-01,5.069439999999999502e-01
3.900000000000000000e+02,7.007999999999999785e-01,4.911206399999999972e-01
4.100000000000000000e+02,6.897999999999999687e-01,4.758240399999999481e-01
4.300000000000000000e+02,6.791000000000000369e-01,4.611768100000000481e-01
4.550000000000000000e+02,6.660000000000000364e-01,4.435560000000000613e-01
4.800000000000000000e+02,6.532999999999999918e-01,4.268008899999999883e-01
5.050000000000000000e+02,6.410000000000000142e-01,4.108809999999999962e-01
5.350000000000000000e+02,6.267000000000000348e-01,3.927528900000000212e-01
5.650000000000000000e+02,6.128000000000000114e-01,3.755238399999999976e-01
5.950000000000000000e+02,5.994000000000000439e-01,3.592803600000000763e-01
6.250000000000000000e+02,5.864000000000000323e-01,3.438649600000000528e-01
6.600000000000000000e+02,5.717999999999999750e-01,3.269552399999999803e-01
6.950000000000000000e+02,5.576999999999999735e-01,3.110292899999999583e-01
7.350000000000000000e+02,5.423000000000000043e-01,2.940892900000000032e-01
7.750000000000000000e+02,5.273999999999999799e-01,2.781507599999999969e-01
8.150000000000000000e+02,5.131000000000000005e-01,2.632716099999999892e-01
8.600000000000000000e+02,4.976999999999999758e-01,2.477052899999999669e-01
9.050000000000000000e+02,4.828999999999999959e-01,2.331924099999999889e-01
9.550000000000000000e+02,4.672000000000000042e-01,2.182758399999999988e-01
1.010000000000000000e+03,4.507999999999999785e-01,2.032206399999999802e-01
1.060000000000000000e+03,4.351999999999999758e-01,1.893990399999999907e-01
1.120000000000000000e+03,4.203999999999999959e-01,1.767361600000000033e-01
1.180000000000000000e+03,4.037000000000000033e-01,1.629736900000000044e-01
1.240000000000000000e+03,3.891999999999999904e-01,1.514766399999999957e-01
1.320000000000000000e+03,3.730999999999999872e-01,1.392036099999999776e-01
1.380000000000000000e+03,3.578999999999999959e-01,1.280924099999999899e-01
1.460000000000000000e+03,3.416000000000000147e-01,1.166905600000000126e-01
1.540000000000000000e+03,3.272999999999999798e-01,1.071252899999999841e-01
1.620000000000000000e+03,3.119999999999999996e-01,9.734399999999999997e-02
1.720000000000000000e+03,2.968999999999999972e-01,8.814961000000000324e-02
1.810000000000000000e+03,2.819999999999999729e-01,7.952399999999998359e-02
1.900000000000000000e+03,2.681999999999999940e-01,7.193123999999999352e-02
2.010000000000000000e+03,2.539000000000000146e-01,6.446521000000000889e-02
2.120000000000000000e+03,2.401000000000000079e-01,5.764801000000000647e-02
2.240000000000000000e+03,2.267000000000000126e-01,5.139289000000000357e-02
2.360000000000000000e+03,2.132999999999999896e-01,4.549688999999999817e-02
2.480000000000000000e+03,2.008999999999999952e-01,4.036080999999999697e-02
2.620000000000000000e+03,1.885999999999999899e-01,3.556995999999999769e-02
2.760000000000000000e+03,1.766000000000000070e-01,3.118756000000000306e-02
2.920000000000000000e+03,1.650999999999999968e-01,2.725800999999999918e-02
3.080000000000000000e+03,1.539999999999999980e-01,2.371600000000000097e-02
3.240000000000000000e+03,1.436000000000000054e-01,2.062096000000000068e-02
3.420000000000000000e+03,1.333000000000000018e-01,1.776888999999999899e-02
3.600000000000000000e+03,1.237000000000000044e-01,1.530169000000000147e-02
3.800000000000000000e+03,1.145999999999999935e-01,1.313315999999999789e-02
4.010000000000000000e+03,1.057000000000000023e-01,1.117249000000000020e-02
4.220000000000000000e+03,9.761000000000000232e-02,9.527712100000000281e-03
4.460000000000000000e+03,8.963000000000000134e-02,8.033536900000000716e-03
4.700000000000000000e+03,8.236000000000000265e-02,6.783169600000000556e-03
4.960000000000000000e+03,7.545999999999999930e-02,5.694211599999999575e-03
5.220000000000000000e+03,6.895999999999999353e-02,4.755481599999999108e-03
5.510000000000000000e+03,6.286999999999999533e-02,3.952636899999999696e-03
