# tau,g1,g1^2
3.700000000000000000e+02,9.788999999999999924e-01,9.582452099999999584e-01
3.900000000000000000e+02,9.778000000000000025e-01,9.560928400000000549e-01
4.100000000000000000e+02,9.766000000000000236e-01,9.537475600000000497e-01
4.300000000000000000e+02,9.755000000000000338e-01,9.516002500000000364e-01
4.550000000000000000e+02,9.740999999999999659e-01,9.488708099999999535e-01
4.800000000000000000e+02,9.727000000000000091e-01,9.461452900000000277e-01
5.050000000000000000e+02,9.711999999999999522e-01,9.432294399999998635e-01
5.350000000000000000e+02,9.695000000000000284e-01,9.399302500000000782e-01
5.650000000000000000e+02,9.677999999999999936e-01,9.366368400000000261e-01
5.950000000000000000e+02,9.660999999999999588e-01,9.333492099999999292e-01
6.250000000000000000e+02,9.645000000000000240e-01,9.302602500000000108e-01
6.600000000000000000e+02,9.625000000000000222e-01,9.264062500000000977e-01
6.950000000000000000e+02,9.605000000000000204e-01,9.225602500000000816e-01
7.350000000000000000e+02,9.583000000000000407e-01,9.183388900000001298e-01
7.750000000000000000e+02,9.560999999999999499e-01,9.141272099999998568e-01
8.150000000000000000e+02,9.537999999999999812e-01,9.097344399999999220e-01
8.600000000000000000e+02,9.513000000000000345e-01,9.049716900000001063e-01
9.050000000000000000e+02,9.487999999999999767e-01,9.002214399999999284e-01
9.550000000000000000e+02,9.461000000000000520e-01,8.951052100000000955e-01
1.010000000000000000e+03,9.431000000000000494e-01,8.894376100000001006e-01
1.060000000000000000e+03,9.401000000000000467e-01,8.837880100000000683e-01
1.120000000000000000e+03,9.371000000000000441e-01,8.781564100000001094e-01
1.180000000000000000e+03,9.334999999999999964e-01,8.714222499999999538e-01
1.240000000000000000e+03,9.303000000000000158e-01,8.654580900000000687e-01
1.320000000000000000e+03,9.264999999999999902e-01,8.584022500000000333e-01
1.380000000000000000e+03,9.227999999999999536e-01,8.515598399999999568e-01
1.460000000000000000e+03,9.184999999999999831e-01,8.436422499999999269e-01
1.540000000000000000e+03,9.144999999999999796e-01,8.363102499999999218e-01
1.620000000000000000e+03,9.100000000000000311e-01,8.281000000000000583e-01
1.720000000000000000e+03,9.052999999999999936e-01,8.195680899999999713e-01
1.810000000000000000e+03,9.003999999999999782e-01,8.107201599999999120e-01
1.900000000000000000e+03,8.953999999999999737e-01,8.017411599999999527e-01
2.010000000000000000e+03,8.900000000000000133e-01,7.921000000000000263e-01
2.120000000000000000e+03,8.843999999999999639e-01,7.821633599999999742e-01
2.240000000000000000e+03,8.786000000000000476e-01,7.719379600000000341e-01
2.360000000000000000e+03,8.722999999999999643e-01,7.609072899999999029e-01
2.480000000000000000e+03,8.660999999999999810e-01,7.501292099999999907e-01
2.620000000000000000e+03,8.594000000000000528e-01,7.385683600000001459e-01
2.760000000000000000e+03,8.522999999999999465e-01,7.264152899999999358e-01
2.920000000000000000e+03,8.449999999999999734e-01,7.140249999999999098e-01
3.080000000000000000e+03,8.374000000000000332e-01,7.012387600000000720e-01
3.240000000000000000e+03,8.295000000000000151e-01,6.880702499999999944e-01
3.420000000000000000e+03,8.211000000000000520e-01,6.742052100000001102e-01
3.600000000000000000e+03,8.125000000000000000e-01,6.601562500000000000e-01
3.800000000000000000e+03,8.035999999999999810e-01,6.457729599999999515e-01
4.010000000000000000e+03,7.941000000000000281e-01,6.305948100000000611e-01
4.220000000000000000e+03,7.844999999999999751e-01,6.154402499999999110e-01
4.460000000000000000e+03,7.741999999999999993e-01,5.993856400000000528e-01
4.700000000000000000e+03,7.638000000000000345e-01,5.833904400000000656e-01
4.960000000000000000e+03,7.530000000000000027e-01,5.670089999999999852e-01
5.220000000000000000e+03,7.417000000000000259e-01,5.501188900000000270e-01
5.510000000000000000e+03,7.299999999999999822e-01,5.328999999999999293e-01
5.810000000000000000e+03,7.178999999999999826e-01,5.153804100000000110e-01
6.130000000000000000e+03,7.053000000000000380e-01,4.974480900000000649e-01
6.460000000000000000e+03,6.924000000000000155e-01,4.794177600000000261e-01
6.820000000000000000e+03,6.791000000000000369e-01,4.611768100000000481e-01
7.180000000000000000e+03,6.654999999999999805e-01,4.428902499999999853e-01
7.580000000000000000e+03,6.512000000000000011e-01,4.240614400000000117e-01
7.990000000000000000e+03,6.369000000000000217e-01,4.056416100000000413e-01
8.420000000000000000e+03,6.219999999999999973e-01,3.868840000000000057e-01
8.880000000000000000e+03,6.067000000000000171e-01,3.680848899999999979e-01
9.370000000000000000e+03,5.910999999999999588e-01,3.493992099999999601e-01
9.880000000000000000e+03,5.750999999999999446e-01,3.307400099999999177e-01
1.040000000000000000e+04,5.587999999999999634e-01,3.122574399999999417e-01
1.100000000000000000e+04,5.422000000000000153e-01,2.939808400000000210e-01
1.160000000000000000e+04,5.253999999999999782e-01,2.760451599999999561e-01
1.220000000000000000e+04,5.081999999999999851e-01,2.582672400000000090e-01
1.290000000000000000e+04,4.909000000000000030e-01,2.409828099999999917e-01
1.360000000000000000e+04,4.733999999999999875e-01,2.241075599999999834e-01
1.430000000000000000e+04,4.556999999999999940e-01,2.076624900000000051e-01
1.510000000000000000e+04,4.378000000000000225e-01,1.916688400000000070e-01
1.590000000000000000e+04,4.198999999999999955e-01,1.763160099999999952e-01
1.680000000000000000e+04,4.018999999999999795e-01,1.615236099999999841e-01
1.770000000000000000e+04,3.840000000000000080e-01,1.474560000000000037e-01
1.870000000000000000e+04,3.660999999999999810e-01,1.340292099999999820e-01
1.970000000000000000e+04,3.482000000000000095e-01,1.212432400000000021e-01
2.080000000000000000e+04,3.304000000000000270e-01,1.091641600000000240e-01
2.190000000000000000e+04,3.129000000000000115e-01,9.790641000000001315e-02
2.310000000000000000e+04,2.955999999999999739e-01,8.737935999999998926e-02
2.440000000000000000e+04,2.785000000000000253e-01,7.756225000000001313e-02
2.570000000000000000e+04,2.617999999999999772e-01,6.853923999999998740e-02
2.710000000000000000e+04,2.454000000000000070e-01,6.022116000000000274e-02
2.860000000000000000e+04,2.293999999999999928e-01,5.262435999999999503e-02
3.010000000000000000e+04,2.139000000000000068e-01,4.575321000000000249e-02
3.180000000000000000e+04,1.988000000000000045e-01,3.952144000000000490e-02
3.350000000000000000e+04,1.842999999999999916e-01,3.396648999999999502e-02
3.530000000000000000e+04,1.703000000000000069e-01,2.900209000000000120e-02
3.720000000000000000e+04,1.569000000000000117e-01,2.461761000000000504e-02
3.930000000000000000e+04,1.439999999999999891e-01,2.073599999999999749e-02
4.140000000000000000e+04,1.318000000000000005e-01,1.737123999999999960e-02
4.370000000000000000e+04,1.202000000000000013e-01,1.444804000000000054e-02
4.600000000000000000e+04,1.092999999999999944e-01,1.194648999999999885e-02
4.860000000000000000e+04,9.901999999999999691e-02,9.804960399999999854e-03
