# d,G,gamma
5.025366961463437754e+00,0.000000000000000000e+00,8.070000000000000784e-03
4.370119760669174624e+00,0.000000000000000000e+00,9.280000000000000054e-03
3.790159941963546775e+00,0.000000000000000000e+00,1.069999999999999944e-02
3.297131006423572597e+00,0.000000000000000000e+00,1.230000000000000017e-02
2.876220665178010005e+00,0.000000000000000000e+00,1.409999999999999969e-02
2.503377245617898428e+00,0.000000000000000000e+00,1.619999999999999912e-02
2.168701143262564024e+00,0.000000000000000000e+00,1.870000000000000134e-02
1.895079970981773387e+00,0.000000000000000000e+00,2.139999999999999888e-02
1.641891148947771217e+00,0.000000000000000000e+00,2.469999999999999973e-02
1.427982795035561470e+00,0.000000000000000000e+00,2.840000000000000163e-02
1.244009551503372668e+00,0.000000000000000000e+00,3.259999999999999704e-02
1.081458970106931927e+00,0.000000000000000000e+00,3.749999999999999861e-02
9.409445795593954776e-01,0.000000000000000000e+00,4.309999999999999942e-02
8.192870985658574634e-01,0.000000000000000000e+00,4.950000000000000233e-02
7.114861645440342386e-01,0.000000000000000000e+00,5.700000000000000205e-02
6.191558989161822790e-01,0.000000000000000000e+00,6.550000000000000266e-02
5.385751843162011054e-01,0.000000000000000000e+00,7.530000000000000582e-02
4.682992076098145273e-01,0.000000000000000000e+00,8.659999999999999643e-02
4.075850389850245725e-01,0.000000000000000000e+00,9.950000000000000511e-02
3.557430822720171193e-01,0.000000000000000000e+00,1.140000000000000041e-01
3.072326619621966182e-01,0.000000000000000000e+00,1.320000000000000062e-01
2.685742475431122656e-01,0.000000000000000000e+00,1.509999999999999953e-01
2.330730539023560255e-01,0.000000000000000000e+00,1.739999999999999880e-01
2.027735568950497502e-01,0.000000000000000000e+00,2.000000000000000111e-01
1.763248320826519555e-01,0.000000000000000000e+00,2.300000000000000100e-01
1.536163309810983091e-01,0.000000000000000000e+00,2.640000000000000124e-01
1.334036558520064197e-01,0.000000000000000000e+00,3.039999999999999925e-01
1.158706039400284049e-01,0.000000000000000000e+00,3.499999999999999778e-01
1.008823666144526010e-01,0.000000000000000000e+00,4.020000000000000240e-01
8.778076056062759924e-02,7.516925964175423205e-07,4.620000000000000218e-01
7.637422105274942197e-02,0.000000000000000000e+00,5.310000000000000275e-01
6.637432304256947468e-02,0.000000000000000000e+00,6.109999999999999876e-01
5.777024412964380101e-02,0.000000000000000000e+00,7.019999999999999574e-01
5.025366961463437199e-02,0.000000000000000000e+00,8.070000000000000506e-01
4.370119760669174958e-02,0.000000000000000000e+00,9.280000000000000471e-01
3.790159941963546636e-02,0.000000000000000000e+00,1.070000000000000062e+00
3.297131006423573152e-02,0.000000000000000000e+00,1.229999999999999982e+00
2.876220665178010408e-02,0.000000000000000000e+00,1.409999999999999920e+00
2.503377245617897928e-02,0.000000000000000000e+00,1.620000000000000107e+00
2.168701143262563927e-02,0.000000000000000000e+00,1.870000000000000107e+00
1.895079970981773318e-02,0.000000000000000000e+00,2.140000000000000124e+00
1.641891148947770968e-02,0.000000000000000000e+00,2.470000000000000195e+00
