# tau,g1,g1^2
9.550000000000000000e+02,9.012999999999999901e-01,8.123416900000000052e-01
1.010000000000000000e+03,8.961000000000000076e-01,8.029952099999999593e-01
1.060000000000000000e+03,8.910000000000000142e-01,7.938810000000000588e-01
1.120000000000000000e+03,8.859000000000000208e-01,7.848188100000000889e-01
1.180000000000000000e+03,8.799000000000000155e-01,7.742240100000000735e-01
1.240000000000000000e+03,8.745000000000000551e-01,7.647502500000000758e-01
1.320000000000000000e+03,8.680999999999999828e-01,7.535976099999999178e-01
1.380000000000000000e+03,8.618999999999999995e-01,7.428716100000000155e-01
1.460000000000000000e+03,8.548000000000000043e-01,7.306830400000000614e-01
1.540000000000000000e+03,8.481999999999999540e-01,7.194432399999999284e-01
1.620000000000000000e+03,8.407999999999999918e-01,7.069446400000000130e-01
1.720000000000000000e+03,8.329999999999999627e-01,6.938889999999999780e-01
1.810000000000000000e+03,8.248999999999999666e-01,6.804600099999998930e-01
1.900000000000000000e+03,8.168999999999999595e-01,6.673256099999999025e-01
2.010000000000000000e+03,8.081000000000000405e-01,6.530256100000000341e-01
2.120000000000000000e+03,7.991000000000000325e-01,6.385608100000000897e-01
2.240000000000000000e+03,7.896999999999999575e-01,6.236260899999999108e-01
2.360000000000000000e+03,7.796999999999999487e-01,6.079320899999999250e-01
2.480000000000000000e+03,7.699000000000000288e-01,5.927460100000000454e-01
2.620000000000000000e+03,7.593999999999999639e-01,5.766883599999998999e-01
2.760000000000000000e+03,7.482999999999999652e-01,5.599528899999999254e-01
2.920000000000000000e+03,7.369999999999999885e-01,5.431690000000000129e-01
3.080000000000000000e+03,7.250999999999999668e-01,5.257700099999998988e-01
3.240000000000000000e+03,7.130999999999999561e-01,5.085116099999998918e-01
3.420000000000000000e+03,7.003000000000000336e-01,4.904200900000000307e-01
3.600000000000000000e+03,6.874000000000000110e-01,4.725187600000000376e-01
3.800000000000000000e+03,6.741000000000000325e-01,4.544108100000000539e-01
4.010000000000000000e+03,6.600000000000000311e-01,4.356000000000000427e-01
4.220000000000000000e+03,6.459000000000000297e-01,4.171868100000000190e-01
4.460000000000000000e+03,6.309000000000000163e-01,3.980348100000000167e-01
4.700000000000000000e+03,6.159999999999999920e-01,3.794560000000000155e-01
4.960000000000000000e+03,6.006000000000000227e-01,3.607203600000000177e-01
5.220000000000000000e+03,5.846000000000000085e-01,3.417571600000000043e-01
5.510000000000000000e+03,5.683000000000000274e-01,3.229648900000000045e-01
5.810000000000000000e+03,5.516999999999999682e-01,3.043728899999999515e-01
6.130000000000000000e+03,5.344999999999999751e-01,2.856902499999999789e-01
6.460000000000000000e+03,5.171000000000000041e-01,2.673924100000000248e-01
6.820000000000000000e+03,4.995999999999999885e-01,2.496001599999999876e-01
7.180000000000000000e+03,4.817000000000000171e-01,2.320348900000000214e-01
7.580000000000000000e+03,4.633999999999999786e-01,2.147395599999999682e-01
7.990000000000000000e+03,4.450999999999999956e-01,1.981140100000000071e-01
8.420000000000000000e+03,4.265999999999999792e-01,1.819875599999999927e-01
8.880000000000000000e+03,4.078999999999999848e-01,1.663824099999999806e-01
9.370000000000000000e+03,3.891000000000000014e-01,1.513988099999999948e-01
9.880000000000000000e+03,3.703000000000000180e-01,1.371220900000000020e-01
1.040000000000000000e+04,3.513999999999999901e-01,1.234819599999999878e-01
1.100000000000000000e+04,3.326000000000000068e-01,1.106227600000000005e-01
1.160000000000000000e+04,3.140999999999999903e-01,9.865880999999999956e-02
1.220000000000000000e+04,2.954999999999999849e-01,8.732024999999998816e-02
1.290000000000000000e+04,2.772999999999999909e-01,7.689528999999999115e-02
1.360000000000000000e+04,2.594000000000000195e-01,6.728836000000000539e-02
1.430000000000000000e+04,2.417999999999999872e-01,5.846723999999999671e-02
1.510000000000000000e+04,2.245999999999999941e-01,5.044515999999999584e-02
1.590000000000000000e+04,2.079000000000000015e-01,4.322241000000000277e-02
1.680000000000000000e+04,1.917000000000000093e-01,3.674889000000000627e-02
1.770000000000000000e+04,1.761000000000000065e-01,3.101121000000000086e-02
1.870000000000000000e+04,1.612000000000000099e-01,2.598544000000000201e-02
1.970000000000000000e+04,1.468000000000000138e-01,2.155024000000000522e-02
2.080000000000000000e+04,1.332000000000000128e-01,1.774224000000000287e-02
2.190000000000000000e+04,1.203999999999999931e-01,1.449615999999999752e-02
2.310000000000000000e+04,1.083999999999999964e-01,1.175055999999999844e-02
2.440000000000000000e+04,9.711000000000000187e-02,9.430352100000000820e-03
2.570000000000000000e+04,8.667999999999999317e-02,7.513422399999998905e-03
2.710000000000000000e+04,7.704999999999999349e-02,5.936702499999999168e-03
2.860000000000000000e+04,6.823999999999999511e-02,4.656697599999998910e-03
3.010000000000000000e+04,6.020999999999999963e-02,3.625244100000000157e-03
3.180000000000000000e+04,5.299000000000000238e-02,2.807940100000000123e-03
3.350000000000000000e+04,4.651999999999999885e-02,2.164110400000000042e-03
3.530000000000000000e+04,4.077000000000000068e-02,1.662192900000000143e-03
